global_play_order,unit_number,section_number_global,section_number_in_unit,card_key,card_name,arcana_type,is_symbol_intro,node_number,node_type,node_id,format_code,format_name,anchor_variant,node_phase,cards_involved,cards_to_recall_count,distractor_tier,notes
532,9,72,CUMULATIVE,,Cumulative Review after Unit 9,mixed,False,1,cumulative_review,U9-S72-CUMULATIVE_REVIEW-N1,C,Board Matching,tile_grid,cumulative_review,minor_cups_page|minor_cups_knight|minor_cups_queen|minor_cups_king|major_00_fool|minor_cups_ace,6,n/a,Reaches back across ALL prior units (not just this one) to the 6 stalest cards overall
533,10,73,1,minor_swords_08,Eight of Swords,minor,False,1,standard,U10-S73-N1,A1,Choose Card From Keywords,keywords,isolation,minor_swords_08|major_19_sun|major_01_magician|minor_wands_06,1,easy,First exposure: full keyword list -> card art
534,10,73,1,minor_swords_08,Eight of Swords,minor,False,2,standard,U10-S73-N2,A2,Choose Meaning From Card,card_art_to_description_condensed,isolation,minor_swords_08|major_19_sun|major_01_magician|minor_wands_06,1,easy,Reverse direction: card art -> matching description
535,10,73,1,minor_swords_08,Eight of Swords,minor,False,3,standard,U10-S73-N3,A1,Choose Card From Keywords,description_anonymized,isolation,minor_swords_08|major_19_sun|major_01_magician|minor_wands_06,1,easy,Second anchor variant of the same new card (no new symbol this section)
536,10,73,1,minor_swords_08,Eight of Swords,minor,False,4,standard,U10-S73-N4,A2,Choose Meaning From Card,collated_talking_points,near_context,minor_swords_08|minor_swords_07|major_19_sun|major_01_magician,1,easy_plus_one_known,Third text form of the same new card; distractor pool starts folding in one known card once available
537,10,73,1,minor_swords_08,Eight of Swords,minor,False,5,standard,U10-S73-N5,A3,Major/Minor Arcana ID,card_art_grid,standing_skill,minor_swords_08|minor_swords_07|minor_swords_06|minor_swords_05|minor_swords_04|minor_swords_02,6,n/a,"Major/Minor sorting - visual/structural skill, recurs unchanged every section"
538,10,73,1,minor_swords_08,Eight of Swords,minor,False,6,standard,U10-S73-N6,B,True/False Talking Point,mixed_card_statements,interleave_review,minor_swords_08|minor_swords_07|minor_swords_06|minor_swords_05|minor_swords_04,5,n/a,True/False statements drawn from the new card plus recently taught cards
539,10,73,1,minor_swords_08,Eight of Swords,minor,False,7,standard,U10-S73-N7,C,Board Matching,tile_grid,interleave_review,minor_swords_08|minor_swords_07|minor_swords_06|minor_swords_05|minor_swords_04|minor_swords_02,6,n/a,"Closing review: new card tiled against recently taught cards, grid grows over the course"
540,10,74,2,minor_swords_09,Nine of Swords,minor,False,1,standard,U10-S74-N1,A1,Choose Card From Keywords,keywords,isolation,minor_swords_09|major_19_sun|major_01_magician|minor_wands_06,1,easy,First exposure: full keyword list -> card art
541,10,74,2,minor_swords_09,Nine of Swords,minor,False,2,standard,U10-S74-N2,A2,Choose Meaning From Card,card_art_to_description_condensed,isolation,minor_swords_09|major_19_sun|major_01_magician|minor_wands_06,1,easy,Reverse direction: card art -> matching description
542,10,74,2,minor_swords_09,Nine of Swords,minor,False,3,standard,U10-S74-N3,A1,Choose Card From Keywords,description_anonymized,isolation,minor_swords_09|major_19_sun|major_01_magician|minor_wands_06,1,easy,Second anchor variant of the same new card (no new symbol this section)
543,10,74,2,minor_swords_09,Nine of Swords,minor,False,4,standard,U10-S74-N4,A2,Choose Meaning From Card,collated_talking_points,near_context,minor_swords_09|minor_swords_08|major_19_sun|major_01_magician,1,easy_plus_one_known,Third text form of the same new card; distractor pool starts folding in one known card once available
544,10,74,2,minor_swords_09,Nine of Swords,minor,False,5,standard,U10-S74-N5,A3,Major/Minor Arcana ID,card_art_grid,standing_skill,minor_swords_09|minor_swords_08|minor_swords_07|minor_swords_06|minor_swords_05|minor_swords_04,6,n/a,"Major/Minor sorting - visual/structural skill, recurs unchanged every section"
545,10,74,2,minor_swords_09,Nine of Swords,minor,False,6,standard,U10-S74-N6,B,True/False Talking Point,mixed_card_statements,interleave_review,minor_swords_09|minor_swords_08|minor_swords_07|minor_swords_06|minor_swords_05,5,n/a,True/False statements drawn from the new card plus recently taught cards
546,10,74,2,minor_swords_09,Nine of Swords,minor,False,7,standard,U10-S74-N7,C,Board Matching,tile_grid,interleave_review,minor_swords_09|minor_swords_08|minor_swords_07|minor_swords_06|minor_swords_05|minor_swords_04,6,n/a,"Closing review: new card tiled against recently taught cards, grid grows over the course"
547,10,75,3,major_12_hanged_man,The Hanged Man,major,True,1,standard,U10-S75-N1,A1,Choose Card From Keywords,keywords,isolation,major_12_hanged_man|major_19_sun|major_01_magician|minor_wands_06,1,easy,First exposure: full keyword list -> card art
548,10,75,3,major_12_hanged_man,The Hanged Man,major,True,2,standard,U10-S75-N2,A2,Choose Meaning From Card,card_art_to_description_condensed,isolation,major_12_hanged_man|major_19_sun|major_01_magician|minor_wands_06,1,easy,Reverse direction: card art -> matching description
549,10,75,3,major_12_hanged_man,The Hanged Man,major,True,3,standard,U10-S75-N3,A4,Symbol Identification,card_art_to_symbol_name,isolation,major_12_hanged_man,1,easy,New symbol taught: Planet - Neptune
550,10,75,3,major_12_hanged_man,The Hanged Man,major,True,4,standard,U10-S75-N4,A2,Choose Meaning From Card,collated_talking_points,near_context,major_12_hanged_man|minor_swords_09|major_19_sun|major_01_magician,1,easy_plus_one_known,Third text form of the same new card; distractor pool starts folding in one known card once available
551,10,75,3,major_12_hanged_man,The Hanged Man,major,True,5,standard,U10-S75-N5,A3,Major/Minor Arcana ID,card_art_grid,standing_skill,major_12_hanged_man|minor_swords_09|minor_swords_08|minor_swords_07|minor_swords_06|minor_swords_05,6,n/a,"Major/Minor sorting - visual/structural skill, recurs unchanged every section"
552,10,75,3,major_12_hanged_man,The Hanged Man,major,True,6,standard,U10-S75-N6,B,True/False Talking Point,mixed_card_statements,interleave_review,major_12_hanged_man|minor_swords_09|minor_swords_08|minor_swords_07|minor_swords_06,5,n/a,True/False statements drawn from the new card plus recently taught cards
553,10,75,3,major_12_hanged_man,The Hanged Man,major,True,7,standard,U10-S75-N7,C,Board Matching,tile_grid,interleave_review,major_12_hanged_man|minor_swords_09|minor_swords_08|minor_swords_07|minor_swords_06|minor_swords_05,6,n/a,"Closing review: new card tiled against recently taught cards, grid grows over the course"
554,10,76,4,major_14_temperance,Temperance,major,True,1,standard,U10-S76-N1,A1,Choose Card From Keywords,keywords,isolation,major_14_temperance|major_16_tower|major_07_chariot|minor_swords_05,1,easy,First exposure: full keyword list -> card art
555,10,76,4,major_14_temperance,Temperance,major,True,2,standard,U10-S76-N2,A2,Choose Meaning From Card,card_art_to_description_condensed,isolation,major_14_temperance|major_16_tower|major_07_chariot|minor_swords_05,1,easy,Reverse direction: card art -> matching description
556,10,76,4,major_14_temperance,Temperance,major,True,3,standard,U10-S76-N3,A5,Symbol Meaning Match,meaning_phrase_to_symbol,isolation,major_14_temperance,1,easy,New symbol taught: Zodiac Sign - Sagittarius
557,10,76,4,major_14_temperance,Temperance,major,True,4,standard,U10-S76-N4,A2,Choose Meaning From Card,collated_talking_points,near_context,major_14_temperance|major_12_hanged_man|major_16_tower|major_07_chariot,1,easy_plus_one_known,Third text form of the same new card; distractor pool starts folding in one known card once available
558,10,76,4,major_14_temperance,Temperance,major,True,5,standard,U10-S76-N5,A3,Major/Minor Arcana ID,card_art_grid,standing_skill,major_14_temperance|major_12_hanged_man|minor_swords_09|minor_swords_08|minor_swords_07|minor_swords_06,6,n/a,"Major/Minor sorting - visual/structural skill, recurs unchanged every section"
559,10,76,4,major_14_temperance,Temperance,major,True,6,standard,U10-S76-N6,B,True/False Talking Point,mixed_card_statements,interleave_review,major_14_temperance|major_12_hanged_man|minor_swords_09|minor_swords_08|minor_swords_07,5,n/a,True/False statements drawn from the new card plus recently taught cards
560,10,76,4,major_14_temperance,Temperance,major,True,7,standard,U10-S76-N7,C,Board Matching,tile_grid,interleave_review,major_14_temperance|major_12_hanged_man|minor_swords_09|minor_swords_08|minor_swords_07|minor_swords_06,6,n/a,"Closing review: new card tiled against recently taught cards, grid grows over the course"
561,10,76,4,major_14_temperance,Temperance,major,False,8,throwback,U10-S76-THROWBACK-N8,B,True/False Talking Point,mixed_card_statements,throwback_review,major_10_wheel_of_fortune|major_13_death|major_04_emperor,3,n/a,"Deliberately NOT recency-biased: pulls the 3 cards least recently seen (gap of 40-42 sections since last exposure), independent of the new card"
562,10,77,5,major_18_moon,The Moon,major,True,1,standard,U10-S77-N1,A1,Choose Card From Keywords,keywords,isolation,major_18_moon|major_19_sun|major_01_magician|minor_wands_06,1,easy,First exposure: full keyword list -> card art
563,10,77,5,major_18_moon,The Moon,major,True,2,standard,U10-S77-N2,A2,Choose Meaning From Card,card_art_to_description_condensed,isolation,major_18_moon|major_19_sun|major_01_magician|minor_wands_06,1,easy,Reverse direction: card art -> matching description
564,10,77,5,major_18_moon,The Moon,major,True,3,standard,U10-S77-N3,A7,Symbol Selection From Label,label_to_symbol_icon,isolation,major_18_moon,1,easy,New symbol taught: Zodiac Sign - Pisces
565,10,77,5,major_18_moon,The Moon,major,True,4,standard,U10-S77-N4,A2,Choose Meaning From Card,collated_talking_points,near_context,major_18_moon|major_14_temperance|major_19_sun|major_01_magician,1,easy_plus_one_known,Third text form of the same new card; distractor pool starts folding in one known card once available
566,10,77,5,major_18_moon,The Moon,major,True,5,standard,U10-S77-N5,A3,Major/Minor Arcana ID,card_art_grid,standing_skill,major_18_moon|major_14_temperance|major_12_hanged_man|minor_swords_09|minor_swords_08|minor_swords_07,6,n/a,"Major/Minor sorting - visual/structural skill, recurs unchanged every section"
567,10,77,5,major_18_moon,The Moon,major,True,6,standard,U10-S77-N6,B,True/False Talking Point,mixed_card_statements,interleave_review,major_18_moon|major_14_temperance|major_12_hanged_man|minor_swords_09|minor_swords_08,5,n/a,True/False statements drawn from the new card plus recently taught cards
568,10,77,5,major_18_moon,The Moon,major,True,7,standard,U10-S77-N7,C,Board Matching,tile_grid,interleave_review,major_18_moon|major_14_temperance|major_12_hanged_man|minor_swords_09|minor_swords_08|minor_swords_07,6,n/a,"Closing review: new card tiled against recently taught cards, grid grows over the course"
569,10,78,6,major_20_judgment,Judgment,major,True,1,standard,U10-S78-N1,A1,Choose Card From Keywords,keywords,isolation,major_20_judgment|major_19_sun|major_02_high_priestess|major_09_hermit,1,easy,First exposure: full keyword list -> card art
570,10,78,6,major_20_judgment,Judgment,major,True,2,standard,U10-S78-N2,A2,Choose Meaning From Card,card_art_to_description_condensed,isolation,major_20_judgment|major_19_sun|major_02_high_priestess|major_09_hermit,1,easy,Reverse direction: card art -> matching description
571,10,78,6,major_20_judgment,Judgment,major,True,3,standard,U10-S78-N3,A4,Symbol Identification,card_art_to_symbol_name,isolation,major_20_judgment,1,easy,New symbol taught: Planet - Pluto
572,10,78,6,major_20_judgment,Judgment,major,True,4,standard,U10-S78-N4,A2,Choose Meaning From Card,collated_talking_points,near_context,major_20_judgment|major_18_moon|major_19_sun|major_02_high_priestess,1,easy_plus_one_known,Third text form of the same new card; distractor pool starts folding in one known card once available
573,10,78,6,major_20_judgment,Judgment,major,True,5,standard,U10-S78-N5,A3,Major/Minor Arcana ID,card_art_grid,standing_skill,major_20_judgment|major_18_moon|major_14_temperance|major_12_hanged_man|minor_swords_09|minor_swords_08,6,n/a,"Major/Minor sorting - visual/structural skill, recurs unchanged every section"
574,10,78,6,major_20_judgment,Judgment,major,True,6,standard,U10-S78-N6,B,True/False Talking Point,mixed_card_statements,interleave_review,major_20_judgment|major_18_moon|major_14_temperance|major_12_hanged_man|minor_swords_09,5,n/a,True/False statements drawn from the new card plus recently taught cards
575,10,78,6,major_20_judgment,Judgment,major,True,7,standard,U10-S78-N7,C,Board Matching,tile_grid,interleave_review,major_20_judgment|major_18_moon|major_14_temperance|major_12_hanged_man|minor_swords_09|minor_swords_08,6,n/a,"Closing review: new card tiled against recently taught cards, grid grows over the course"
576,10,78,RECAP,,Unit 10 Recap,mixed,False,1,unit_recap,U10-S78-UNIT_RECAP-N1,C,Board Matching,tile_grid,unit_recap,minor_swords_08|minor_swords_09|major_12_hanged_man|major_14_temperance|major_18_moon|major_20_judgment,6,n/a,"End-of-unit checkpoint: boards every card from Unit 10 against each other, no new card introduced"
577,10,78,CUMULATIVE,,Cumulative Review after Unit 10,mixed,False,1,cumulative_review,U10-S78-CUMULATIVE_REVIEW-N1,B,True/False Talking Point,mixed_card_statements,cumulative_review,major_01_magician|minor_wands_ace|major_03_empress|major_04_emperor|minor_wands_page|minor_wands_knight,6,n/a,Reaches back across ALL prior units (not just this one) to the 6 stalest cards overall
